Location,Date,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Causes,Comments,New Cat
Moorea,,MRSRF2,2,Montipora,3,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF2,2,Pavona,12,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,1,F,0,,,,,H
Moorea,,MRSRF2,2,Montipora,2,SM,1,"B, P",B,B,,BL
Moorea,,MRSRF2,2,Pavona,7,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,5,B,1,"B, P,PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,3,SM,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,15,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,4,SM,0,,,,,H
Moorea,,MRSRF2,2,Montipora,2,F,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,14,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Pavona,1,SM,1,P,P,P,,P
Moorea,,MRSRF2,2,Montipora,1,SM,1,"P,PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,2,SM,1,P,P,P,,P
Moorea,,MRSRF2,2,Montipora,20,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,2,SM,1,B. PD,B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,8,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Pavona,6,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Pavona,1,SM,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,9,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Pavona,9,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,3,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,2,SM,0,,,,,H
Moorea,,MRSRF2,2,Porites,2,SM,1,B,B,B,,BL
Moorea,,MRSRF2,2,Pavona,5,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,4,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Pavona,5,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,4,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Fungia,2,S,0,,,,,H
Moorea,,MRSRF2,2,Montipora,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,5,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,2,B,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Pavona,6,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,12,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF2,2,Montipora,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Fungia,1,S,1,"B, P",B,B,,BL
Moorea,,MRSRF2,2,Pocillopora,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Echinopora,1,B,0,,,,,H
Moorea,,MRSRF2,2,Porites,3,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Porites,3,F,1,"P, PD",P,P,Predation - COTs,P
Moorea,,MRSRF2,2,Porites,2,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,2,SM,1,"P, PD",P,P,Predation - Drupella or some other corallivore,P
Moorea,,MRSRF2,2,Porites,1,SM,0,,,,,H
Moorea,,MRSRF2,2,Pavona,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,2,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Porites,2,SM,1,B,B,B,,BL
Moorea,,MRSRF2,2,Porites,3,SM,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF2,2,Montipora,4,SM,2,"IG, P, PD",IG,,,IG
Moorea,,MRSRF2,2,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,6,SM,1,"P,PD",P,P,,P
Moorea,,MRSRF2,2,Porites,7,B,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Porites,1,M,0,,,,,H
Moorea,,MRSRF2,2,Porites,2,SM,0,,,,,H
Moorea,,MRSRF2,2,Montipora,2,SM,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,2,SM,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Porites,7,B,1,"B, P",B,B,,BL
Moorea,,MRSRF2,2,Montipora,7,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Porites,2,B,0,,,,,H
Moorea,,MRSRF2,2,Porites,1,M,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,2,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,4,M,3,PD,,,,PD
Moorea,,MRSRF2,2,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,5,SM,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,1,B,0,,,,,H
Moorea,,MRSRF2,2,Pocillopora,2,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,10,B,1,"P,B",P,P,,P
Moorea,,MRSRF2,2,Montipora,4,SM,0,,,,,H
Moorea,,MRSRF2,2,Porites,3,B,0,,,,,H
Moorea,,MRSRF2,2,Montipora,4,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Fungia,1,S,1,P,P,P,,P
Moorea,,MRSRF2,2,Porites,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,6,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,2,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,B,2,"GA, P, PD",GA,,,GA
Moorea,,MRSRF2,2,Montipora,2,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Pavona,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Pavona,1,B,0,,,,,H
Moorea,,MRSRF2,2,Porites,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,2,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,2,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Porites,1,F,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,3,F,1,"P,PD",P,P,,P
Moorea,,MRSRF2,2,Porites,5,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,3,SM,2,"IG, P, PD",IG,,,IG
Moorea,,MRSRF2,2,Fungia,1,S,1,"B, P",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,F,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF2,2,Pavona,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,2,F,1,"P, B, PD",P,P,Predation - Drupella or some other corallivore,P
Moorea,,MRSRF2,2,Montipora,1,F,1,"FB, GA, PD",FB,B,,FB
Moorea,,MRSRF2,2,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Echinopora,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,3,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Porites,1,F,0,,,,,H
Moorea,,MRSRF2,2,Pavona,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,3,B,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Montipora,4,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,M,0,,,,,H
Moorea,,MRSRF2,2,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,3,SM,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,1,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Echinopora,3,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Herpolitha,1,S,0,,,,,H
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Echinopora,1,B,1,"B, IG, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,4,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,1,B,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Porites,3,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,1,SM,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF2,2,Montipora,6,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Pavona,3,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Echinopora,2,B,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Pavona,1,B,0,,,,,H
Moorea,,MRSRF2,2,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,F,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Pocillopora,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,B,B,B,,BL
Moorea,,MRSRF2,2,Echinopora,4,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,1,"P,PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,2,F,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,6,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,2,SM,2,"IG, P, PD",IG,,,IG
Moorea,,MRSRF2,2,Echinopora,2,B,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Pavona,6,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,8,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Pavona,3,F,1,"B,PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,3,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Echinopora,2,SM,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,5,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,4,F,1,"B, P,PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,4,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Echinopora,1,SM,0,,,,,H
Moorea,,MRSRF2,2,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,4,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Echinopora,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,B,0,,,,,H
Moorea,,MRSRF2,2,Montipora,5,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,2,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Echinopora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Echinopora,6,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,4,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Pavona,3,F,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,4,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,3,F,1,"P, B, PD",P,P,Predation - Drupella or some other corallivore,P
Moorea,,MRSRF2,2,Pavona,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Porites,2,M,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF2,2,Montipora,5,SM,1,"B, UWS, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,3,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Montipora,3,SM,0,,,,,H
Moorea,,MRSRF2,2,Pavona,6,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,1,B,0,,,,,H
Moorea,,MRSRF2,2,Porites,2,SM,0,,,,,H
Moorea,,MRSRF2,2,Porites,3,SM,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Porites,1,M,2,"PR, PD",PR,,,PR
Moorea,,MRSRF2,2,Montipora,1,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,B,B,B,,BL
Moorea,,MRSRF2,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,2,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Echinopora,2,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Echinopora,2,SM,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,1,SM,1,"TLS, PD",TLS,WSO,,TLS
Moorea,,MRSRF2,2,Echinopora,3,B,0,,,,,H
Moorea,,MRSRF2,2,Porites,1,B,0,,,,,H
Moorea,,MRSRF2,2,Montipora,2,SM,3,PD,,,,PD
Moorea,,MRSRF2,2,Echinopora,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,3,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Pocillopora,1,B,0,,,,,H
Moorea,,MRSRF2,2,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,B,0,,,,,H
Moorea,,MRSRF2,2,Porites,1,SM,1,UWS,UWS,WSO,,UWS
Moorea,,MRSRF2,2,Montipora,2,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,2,F,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Porites,1,M,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,4,F,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Montipora,1,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,4,F,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Pocillopora,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Porites,1,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,1,B,1,"B, P",B,B,,BL
Moorea,,MRSRF2,2,Porites,2,F,1,"B, P",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,M,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,3,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Montipora,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,F,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,3,B,2,"GA, P, PD",GA,,,GA
Moorea,,MRSRF2,2,Montipora,1,F,2,"GA, P, PD",GA,,,GA
Moorea,,MRSRF2,2,Montipora,7,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,4,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Echinopora,1,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,5,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Montipora,2,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,4,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,2,B,0,,,,,H
Moorea,,MRSRF2,2,Montipora,3,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Porites,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,2,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,F,1,P,P,P,,P
Moorea,,MRSRF2,2,Montipora,3,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,3,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Porites,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF2,2,Montipora,2,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,B,1,P,P,P,,P
Moorea,,MRSRF2,2,Montipora,1,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,4,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,2,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,1,B,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,B,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Montipora,4,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,B,2,"PR, PD",PR,,,PR
Moorea,,MRSRF2,2,Porites,2,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,SM,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF2,2,Porites,3,F,1,"P,PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,1,F,1,"P, PD",P,P,,P
Moorea,,MRSRF2,2,Montipora,2,SM,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Montipora,3,B,3,PD,,,,PD
Moorea,,MRSRF2,2,Echinopora,2,SM,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,2,Montipora,1,SM,1,B,B,B,,BL
Moorea,,MRSRF2,2,Porites,1,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Pavona,3,F,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Fungia,1,S,0,,,,,H
Moorea,,MRSRF2,2,Porites,1,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Porites,1,F,1,"UWS, P, PD",UWS,WSO,,UWS
Moorea,,MRSRF2,2,Montipora,4,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Echinopora,3,B,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Porites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Montipora,4,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,2,Echinopora,1,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,2,Echinopora,4,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,2,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Porites,1,SM,3,PD,,,,PD
Moorea,,MRSRF2,2,Pavona,5,F,3,PD,,,,PD
Moorea,,MRSRF2,2,Montipora,8,B,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,3,Porites,9,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,14,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,3,B,2,"GA, PD",GA,,,GA
Moorea,,MRSRF2,3,Montipora,11,SM,1,B,B,B,,BL
Moorea,,MRSRF2,3,Montipora,6,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Echinopora,6,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,2,SM,0,,,,,H
Moorea,,MRSRF2,3,Montipora,2,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,1,M,1,"UWS, P",UWS,WSO,,UWS
Moorea,,MRSRF2,3,Acropora,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,3,Porites,4,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,7,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,6,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Porites,1,SM,0,,,,,H
Moorea,,MRSRF2,3,Montipora,4,SM,1,B,B,B,,BL
Moorea,,MRSRF2,3,Porites,14,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,13,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,2,F,0,,,,,H
Moorea,,MRSRF2,3,Montipora,6,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,2,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,3,Montipora,4,SM,0,,,,,H
Moorea,,MRSRF2,3,Montipora,4,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Fungia,1,S,1,P,P,P,,P
Moorea,,MRSRF2,3,Porites,3,SM,3,PD,,,,PD
Moorea,,MRSRF2,3,Porites,1,SM,1,B,B,B,,BL
Moorea,,MRSRF2,3,Montipora,1,SM,2,"GA, PD",GA,,,GA
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Porites,1,SM,0,,,,,H
Moorea,,MRSRF2,3,Pavona,8,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,12,SM,1,"B, P,PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,8,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Pocillopora,1,B,1,B,B,B,,BL
Moorea,,MRSRF2,3,Echinopora,1,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,2,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,16,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,9,SM,2,"GA, P",GA,,,GA
Moorea,,MRSRF2,3,Echinopora,6,SM,2,"GA, B, PD",GA,,,GA
Moorea,,MRSRF2,3,Porites,2,SM,2,"IG, B",IG,,,IG
Moorea,,MRSRF2,3,Pavona,6,B,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,1,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,5,SM,2,"IG, P, PD",IG,,,IG
Moorea,,MRSRF2,3,Porites,3,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,7,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,5,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,1,SM,2,"PR, PD",PR,,,PR
Moorea,,MRSRF2,3,Montipora,1,SM,0,,,,,H
Moorea,,MRSRF2,3,Montipora,6,SM,2,"IG, P, PD",IG,,,IG
Moorea,,MRSRF2,3,Pavona,1,F,0,,,,,H
Moorea,,MRSRF2,3,Porites,3,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Montipora,8,SM,1,"P,B, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,3,B,2,"GA, B, P,PD",GA,,,GA
Moorea,,MRSRF2,3,Porites,1,SM,1,"UWS, PD",UWS,WSO,,UWS
Moorea,,MRSRF2,3,Porites,4,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,4,SM,2,"IG, P, PD",IG,,,IG
Moorea,,MRSRF2,3,Porites,12,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,5,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Pavona,2,F,0,,,,,H
Moorea,,MRSRF2,3,Porites,14,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,4,SM,2,"IG, B, PD",IG,,,IG
Moorea,,MRSRF2,3,Montipora,13,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,1,SM,0,,,,,H
Moorea,,MRSRF2,3,Porites,5,SM,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Fungia,1,S,1,"P,B",P,P,,P
Moorea,,MRSRF2,3,Pavona,1,F,3,PD,,,,PD
Moorea,,MRSRF2,3,Echinopora,8,B,1,"P, B, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,5,SM,1,"UWS, B, PD",UWS,WSO,,UWS
Moorea,,MRSRF2,3,Pavona,2,F,0,,,,,H
Moorea,,MRSRF2,3,Montipora,6,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Echinopora,1,B,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,4,SM,1,"B, PD",B,B,,BL
Moorea,,MRSRF2,3,Porites,4,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,11,SM,1,"B, P, PD",B,B,,BL
Moorea,,MRSRF2,3,Montipora,1,B,0,,,,,H
Moorea,,MRSRF2,3,Montipora,6,SM,1,"P, PD",P,P,,P
Moorea,,MRSRF2,3,Montipora,2,SM,1,"B, P, PD",B,B,,BL
